,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Remod
686,687,60,FV,84.0,10207.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,874.0,874.0,GasA,Ex,Y,SBrkr,874.0,887.0,0.0,1761.0,0,0,3,0,3,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,2,578.0,TA,TA,Y,144.0,105.0,0.0,0.0,0.0,0.0,None,None,None,0.0,8,2007,New,Partial,227875.0,1
687,688,160,FV,69.0,5105.0,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239.0,Unf,0.0,312.0,551.0,GasA,Ex,Y,SBrkr,551.0,551.0,0.0,1102.0,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2004.0,Unf,2,480.0,TA,TA,Y,0.0,60.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2007,WD,Normal,148800.0,1
688,689,20,RL,60.0,8089.0,Pave,None,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945.0,Unf,0.0,474.0,1419.0,GasA,Ex,Y,SBrkr,1419.0,0.0,0.0,1419.0,1,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,2,567.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,10,2007,New,Partial,392000.0,1
689,690,120,RL,61.0,7577.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20.0,Unf,0.0,1342.0,1362.0,GasA,Ex,Y,SBrkr,1362.0,0.0,0.0,1362.0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,460.0,TA,TA,Y,192.0,28.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,WD,Normal,194700.0,0
690,691,120,RM,69.0,4426.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,697.0,Unf,0.0,151.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1,0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,2004.0,RFn,2,420.0,TA,TA,Y,149.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2008,WD,Normal,141000.0,1
691,692,60,RL,104.0,21535.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1455.0,Unf,0.0,989.0,2444.0,GasA,Ex,Y,SBrkr,2444.0,1872.0,0.0,4316.0,0,1,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,1994.0,Fin,3,832.0,TA,TA,Y,382.0,50.0,0.0,0.0,0.0,0.0,None,None,None,0.0,1,2007,WD,Normal,755000.0,0
692,693,60,RL,42.0,26178.0,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,965.0,Unf,0.0,245.0,1210.0,GasA,Ex,Y,SBrkr,1238.0,1281.0,0.0,2519.0,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1989.0,RFn,2,628.0,TA,TA,Y,320.0,27.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2006,WD,Normal,335000.0,0
693,694,30,RL,60.0,5400.0,Pave,None,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1073.0,1073.0,GasA,Ex,Y,SBrkr,1073.0,0.0,0.0,1073.0,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1968.0,Unf,1,326.0,TA,TA,Y,0.0,0.0,112.0,0.0,0.0,0.0,None,None,None,0.0,12,2006,WD,Abnorml,108480.0,0
694,695,50,RM,51.0,6120.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,927.0,927.0,GasA,TA,Y,SBrkr,1067.0,472.0,0.0,1539.0,0,0,1,1,3,1,TA,5,Typ,0,None,Detchd,1995.0,Unf,2,576.0,TA,TA,Y,112.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,4,2009,WD,Normal,141500.0,0
695,696,20,RL,54.0,13811.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,980.0,LwQ,40.0,92.0,1112.0,GasA,Gd,Y,SBrkr,1137.0,0.0,0.0,1137.0,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,Unf,2,551.0,TA,TA,Y,125.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,WD,Normal,176000.0,1
696,697,30,RM,50.0,6000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,0.0,0.0,616.0,GasA,Gd,Y,SBrkr,616.0,0.0,0.0,616.0,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1921.0,Unf,1,205.0,TA,TA,Y,0.0,0.0,129.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,89000.0,0
697,698,20,RL,57.0,6420.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,210.0,ALQ,551.0,219.0,980.0,GasA,Fa,Y,FuseA,1148.0,0.0,0.0,1148.0,0,1,1,0,2,1,TA,6,Typ,0,None,Detchd,1952.0,Unf,1,308.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,9,2006,WD,Normal,123500.0,1
698,699,20,RL,65.0,8450.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,Ex,Y,SBrkr,894.0,0.0,0.0,894.0,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1973.0,Unf,1,336.0,TA,TA,Y,416.0,144.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,4,2010,WD,Normal,138500.0,0
699,700,120,FV,59.0,4282.0,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16.0,Unf,0.0,1375.0,1391.0,GasA,Ex,Y,SBrkr,1391.0,0.0,0.0,1391.0,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2004.0,RFn,2,530.0,TA,TA,Y,156.0,158.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,196000.0,1
700,701,20,RL,85.0,14331.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,526.0,1800.0,GasA,Ex,Y,SBrkr,1800.0,0.0,0.0,1800.0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,3,765.0,TA,TA,Y,270.0,78.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2006,WD,Normal,312500.0,1
701,702,20,RL,80.0,9600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1164.0,1164.0,GasA,TA,Y,SBrkr,1164.0,0.0,0.0,1164.0,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1969.0,Unf,2,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,COD,Normal,140000.0,1
702,703,60,RL,82.0,12438.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1234.0,1234.0,GasA,Ex,Y,SBrkr,1264.0,1312.0,0.0,2576.0,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,666.0,TA,TA,Y,324.0,100.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,New,Partial,361919.0,1
703,704,190,RM,76.0,7630.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,360.0,360.0,GasA,Gd,Y,SBrkr,1032.0,780.0,0.0,1812.0,0,0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,1999.0,Unf,2,672.0,TA,TA,N,344.0,0.0,40.0,0.0,0.0,0.0,None,MnPrv,None,0.0,5,2010,WD,Normal,140000.0,0
704,705,20,RL,70.0,8400.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712.0,Unf,0.0,761.0,1473.0,GasA,Ex,Y,SBrkr,1484.0,0.0,0.0,1484.0,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2,606.0,TA,TA,Y,0.0,35.0,0.0,144.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,213000.0,0
705,706,190,RM,70.0,5600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Fa,N,SBrkr,372.0,720.0,0.0,1092.0,0,0,2,0,3,2,Fa,7,Mod,0,None,None,nan,None,0,0.0,None,None,N,0.0,0.0,0.0,0.0,0.0,0.0,None,None,Othr,3500.0,7,2010,WD,Normal,55000.0,0
706,707,20,RL,69.0,115149.0,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219.0,Unf,0.0,424.0,1643.0,GasA,TA,Y,SBrkr,1824.0,0.0,0.0,1824.0,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1971.0,Unf,2,739.0,TA,TA,Y,380.0,48.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,WD,Normal,302000.0,0
707,708,120,RL,48.0,6240.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,863.0,Unf,0.0,461.0,1324.0,GasA,Ex,Y,SBrkr,1324.0,0.0,0.0,1324.0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2,550.0,TA,TA,Y,192.0,38.0,0.0,0.0,0.0,0.0,None,None,None,0.0,12,2009,WD,Normal,254000.0,1
708,709,60,RL,65.0,9018.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728.0,728.0,0.0,1456.0,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,2,400.0,TA,TA,Y,100.0,24.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2007,New,Partial,179540.0,1
709,710,20,RL,69.0,7162.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,876.0,876.0,GasA,TA,Y,SBrkr,904.0,0.0,0.0,904.0,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1966.0,Unf,1,408.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,12,2008,WD,Abnorml,109900.0,1
710,711,30,RL,56.0,4130.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,270.0,270.0,GasA,Gd,Y,SBrkr,729.0,0.0,0.0,729.0,0,0,1,0,2,1,TA,5,Maj2,0,None,None,nan,None,0,0.0,None,None,N,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2008,WD,Normal,52000.0,0
711,712,50,C (all),66.0,8712.0,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0.0,Unf,0.0,859.0,859.0,GasA,Gd,Y,SBrkr,859.0,319.0,0.0,1178.0,0,0,1,0,2,1,TA,7,Typ,0,None,Detchd,1964.0,RFn,1,384.0,TA,TA,N,68.0,0.0,98.0,0.0,0.0,0.0,None,None,None,0.0,1,2010,WD,Abnorml,102776.0,0
712,713,120,RL,40.0,4671.0,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767.0,Unf,0.0,461.0,1228.0,GasA,Gd,Y,SBrkr,1228.0,0.0,0.0,1228.0,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,472.0,TA,TA,Y,168.0,120.0,0.0,0.0,0.0,0.0,None,None,None,0.0,10,2008,WD,Normal,189000.0,0
713,714,190,RL,60.0,9873.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789.0,Unf,0.0,171.0,960.0,GasW,TA,N,SBrkr,960.0,0.0,0.0,960.0,1,0,1,0,3,1,TA,6,Typ,0,None,Detchd,1970.0,Unf,2,576.0,TA,TA,Y,0.0,288.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2006,WD,Normal,129000.0,1
714,715,60,RL,69.0,13517.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,533.0,Unf,0.0,192.0,725.0,GasA,Ex,Y,SBrkr,725.0,754.0,0.0,1479.0,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,1976.0,RFn,2,475.0,TA,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2010,WD,Normal,130500.0,0
715,716,20,RL,78.0,10140.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,TA,Y,SBrkr,1350.0,0.0,0.0,1350.0,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974.0,RFn,2,478.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,8,2009,WD,Normal,165000.0,1
716,717,70,RM,60.0,10800.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,718.0,718.0,GasA,Ex,Y,SBrkr,1576.0,978.0,0.0,2554.0,0,0,1,1,3,1,TA,8,Typ,0,None,Detchd,1996.0,Unf,2,704.0,TA,TA,P,0.0,48.0,143.0,0.0,0.0,0.0,None,None,None,0.0,7,2007,WD,Normal,159500.0,0
717,718,20,RL,80.0,10000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084.0,Unf,0.0,92.0,1176.0,GasA,Gd,Y,SBrkr,1178.0,0.0,0.0,1178.0,0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973.0,Unf,2,439.0,TA,TA,Y,224.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,11,2008,WD,Normal,157000.0,0
718,719,60,RL,96.0,10542.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173.0,Unf,0.0,138.0,1311.0,GasA,Ex,Y,SBrkr,1325.0,1093.0,0.0,2418.0,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,983.0,TA,TA,Y,250.0,154.0,216.0,0.0,0.0,0.0,None,None,None,0.0,8,2008,WD,Normal,341000.0,0
719,720,20,RL,69.0,9920.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523.0,Unf,0.0,448.0,971.0,GasA,TA,Y,SBrkr,971.0,0.0,0.0,971.0,0,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969.0,Unf,1,300.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2006,WD,Normal,128500.0,1
720,721,120,RL,69.0,6563.0,Pave,None,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148.0,Unf,0.0,594.0,1742.0,GasA,TA,Y,SBrkr,1742.0,0.0,0.0,1742.0,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1985.0,RFn,2,564.0,TA,TA,Y,114.0,28.0,234.0,0.0,0.0,0.0,None,None,None,0.0,12,2006,WD,Normal,275000.0,1
721,722,120,RM,69.0,4426.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1,0,1,0,1,1,Gd,3,Typ,0,None,Attchd,2004.0,RFn,2,420.0,TA,TA,Y,160.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2010,WD,Normal,143000.0,1
722,723,20,RL,70.0,8120.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191.0,Unf,0.0,673.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1994.0,Unf,2,463.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,124500.0,1
723,724,50,RL,60.0,8172.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,GasA,Ex,Y,SBrkr,997.0,473.0,0.0,1470.0,0,0,2,0,4,1,TA,7,Typ,0,None,Detchd,1958.0,Unf,1,548.0,TA,TA,Y,0.0,0.0,0.0,0.0,156.0,0.0,None,None,None,0.0,5,2008,WD,Normal,135000.0,0
724,725,20,RL,86.0,13286.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,0.0,464.0,1698.0,GasA,Ex,Y,SBrkr,1698.0,0.0,0.0,1698.0,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,768.0,TA,TA,Y,327.0,64.0,0.0,0.0,0.0,0.0,None,None,None,0.0,2,2009,WD,Normal,320000.0,0
725,726,20,RL,60.0,6960.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375.0,BLQ,239.0,250.0,864.0,GasA,TA,Y,SBrkr,864.0,0.0,0.0,864.0,0,0,1,0,3,1,Gd,5,Typ,0,None,Detchd,1989.0,Unf,2,660.0,TA,TA,Y,96.0,0.0,0.0,0.0,0.0,0.0,None,None,Shed,500.0,11,2009,WD,Normal,120500.0,1
726,727,20,RL,69.0,21695.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808.0,Unf,0.0,72.0,880.0,GasA,Ex,Y,SBrkr,1680.0,0.0,0.0,1680.0,1,0,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,540.0,TA,TA,Y,292.0,44.0,0.0,182.0,0.0,0.0,None,None,None,0.0,12,2009,WD,Normal,222000.0,0
727,728,20,RL,64.0,7314.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,Unf,0.0,508.0,1232.0,GasA,Ex,Y,SBrkr,1232.0,0.0,0.0,1232.0,1,0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2007.0,RFn,2,632.0,TA,TA,Y,132.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,2,2009,WD,Normal,194500.0,1
728,729,90,RL,85.0,11475.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,GasA,TA,Y,SBrkr,1776.0,0.0,0.0,1776.0,1,0,2,0,4,2,TA,9,Typ,0,None,Detchd,1968.0,Unf,3,888.0,TA,TA,Y,0.0,25.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,COD,Abnorml,110000.0,1
729,730,30,RM,52.0,6240.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152.0,Unf,0.0,628.0,780.0,GasA,TA,Y,FuseA,848.0,0.0,360.0,1208.0,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1962.0,Unf,2,539.0,TA,TA,Y,0.0,23.0,112.0,0.0,0.0,0.0,None,None,None,0.0,1,2009,WD,Normal,103000.0,0
730,731,120,RL,39.0,5389.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180.0,Unf,0.0,415.0,1595.0,GasA,Ex,Y,SBrkr,1616.0,0.0,0.0,1616.0,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995.0,RFn,2,608.0,TA,TA,Y,237.0,152.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2010,WD,Normal,236500.0,0
